embedding,clustering,k,mean,std
mpnet,hac,7,0.24925416666666667,0.09871163538876838
mpnet,hac,8,0.22879555555555556,0.08357996619667712
mpnet,hac,9,0.211705,0.06880717496369122
mpnet,hac,10,0.19432121212121212,0.05457115754161016
mpnet,hac,11,0.18614166666666665,0.04874414572463284
mpnet,hac,12,0.163,
mpnet,hdbscan,2,0.5051301886792453,0.14992389939425632
mpnet,hdbscan,3,0.3456971428571428,0.13841655266051156
mpnet,hdbscan,4,0.2243625,0.11012366875179394
mpnet,hdbscan,5,0.1510586776859504,0.06143883770252261
mpnet,hdbscan,6,0.10994594594594594,0.0616713313307578
mpnet,hdbscan,7,0.06849999999999999,0.07394371733510112
mpnet,kmeans,2,0.6862757575757577,0.18290273586767036
mpnet,kmeans,3,0.4845963636363636,0.16624763639739676
mpnet,kmeans,4,0.39909212121212123,0.13346775512627312
mpnet,kmeans,5,0.3425597222222222,0.11517870436078317
mpnet,kmeans,6,0.3072248917748918,0.10229930248403775
mpnet,kmeans,7,0.2738628787878788,0.08747329004384867
mpnet,kmeans,8,0.2457880808080808,0.07599861014706095
mpnet,kmeans,9,0.21939181818181816,0.06287671365431559
mpnet,kmeans,10,0.20661060606060608,0.049565913004147644
mpnet,kmeans,11,0.20238333333333333,0.037343073675250034
mpnet,kmeans,12,0.1437,
mpnet,spectral,2,0.7109151515151515,0.19058227962053895
mpnet,spectral,3,0.5059990909090909,0.17240912687886709
mpnet,spectral,4,0.3989840404040404,0.1566864051619971
mpnet,spectral,5,0.32340189393939395,0.14562572928759004
mpnet,spectral,6,0.27517002164502163,0.12887112789604965
mpnet,spectral,7,0.22473131313131314,0.1224924373084634
mpnet,spectral,8,0.20279111111111112,0.10399852810474394
mpnet,spectral,9,0.20131636363636363,0.07393883875966296
mpnet,spectral,10,0.17643939393939392,0.06695946392301694
mpnet,spectral,11,0.175675,0.038368929783449426
mpnet,spectral,12,0.1616,
sbert,dbscan,2,0.44240227272727267,0.181760169721092
sbert,dbscan,3,0.26005409836065574,0.1087387091054676
sbert,dbscan,4,0.16756716417910447,0.07111698085604239
sbert,dbscan,5,0.121425,0.05475828849343411
sbert,dbscan,6,0.11750862068965517,0.039875201300631456
sbert,dbscan,7,0.060034453781512606,0.04859160028291738
sbert,dbscan,8,0.1132888888888889,0.025309456950142393
sbert,dbscan,9,0.03428196721311476,0.03172637408571952
sbert,hac,2,0.6541787878787879,0.16273996106592542
