k,class_subset,embedding,clustering,precision,recall,f1,alpha
3,"[1, 4, 9]",sbert,spectral,0.4443,0.5971,0.3395,
3,"[1, 5, 6]",sbert,kmeans,0.4001,0.3645,0.2624,
3,"[1, 5, 6]",sbert,hac,0.3954,0.4,0.3042,
3,"[1, 5, 6]",sbert,spectral,0.4074,0.3685,0.2884,
3,"[1, 5, 7]",sbert,kmeans,0.3462,0.5888,0.1782,
3,"[1, 5, 7]",sbert,hac,0.3262,0.3146,0.2134,
3,"[1, 5, 7]",sbert,spectral,0.3621,0.7653,0.207,
3,"[1, 5, 8]",sbert,kmeans,0.3549,0.7653,0.1937,
3,"[1, 5, 8]",sbert,hac,0.357,0.7988,0.2348,
3,"[1, 5, 8]",sbert,spectral,0.3576,0.7653,0.1984,
3,"[1, 5, 9]",sbert,kmeans,0.3718,0.4998,0.2048,
3,"[1, 5, 9]",sbert,hac,0.3863,0.5485,0.2609,
3,"[1, 5, 9]",sbert,spectral,0.4242,0.3318,0.289,
3,"[1, 6, 7]",sbert,kmeans,0.4154,0.7137,0.2898,
3,"[1, 6, 7]",sbert,hac,0.4015,0.5572,0.2144,
3,"[1, 6, 7]",sbert,spectral,0.4188,0.6878,0.3251,
3,"[1, 6, 8]",sbert,kmeans,0.4081,0.7197,0.2677,
3,"[1, 6, 8]",sbert,hac,0.3903,0.3569,0.1672,
3,"[1, 6, 8]",sbert,spectral,0.4231,0.6978,0.3181,
3,"[1, 6, 9]",sbert,kmeans,0.4537,0.561,0.3365,
3,"[1, 6, 9]",sbert,hac,0.4099,0.4603,0.2751,
3,"[1, 6, 9]",sbert,spectral,0.4182,0.4063,0.3028,
3,"[1, 7, 8]",sbert,kmeans,0.3386,0.4201,0.1481,
3,"[1, 7, 8]",sbert,hac,0.3433,0.573,0.1392,
3,"[1, 7, 8]",sbert,spectral,0.3381,0.4418,0.1731,
3,"[1, 7, 9]",sbert,kmeans,0.3949,0.5756,0.2373,
3,"[1, 7, 9]",sbert,hac,0.3821,0.428,0.2338,
3,"[1, 7, 9]",sbert,spectral,0.4342,0.652,0.3057,
3,"[1, 8, 9]",sbert,kmeans,0.3914,0.5868,0.2274,
3,"[1, 8, 9]",sbert,hac,0.4229,0.6961,0.312,
3,"[1, 8, 9]",sbert,spectral,0.4305,0.652,0.2986,
3,"[2, 3, 4]",sbert,kmeans,0.5143,0.4414,0.3978,
3,"[2, 3, 4]",sbert,hac,0.5093,0.4324,0.3831,
3,"[2, 3, 4]",sbert,spectral,0.4771,0.4083,0.4397,
3,"[2, 3, 4]",sbert,dbscan,0.1556,0.1892,0.1707,
3,"[2, 3, 5]",sbert,kmeans,0.2778,0.4505,0.2242,
3,"[2, 3, 5]",sbert,hac,0.5196,0.4324,0.3918,
3,"[2, 3, 5]",sbert,spectral,0.3063,0.4955,0.28,
3,"[2, 3, 5]",sbert,dbscan,0.1628,0.1892,0.175,
3,"[2, 3, 6]",sbert,kmeans,0.3626,0.4093,0.3742,
3,"[2, 3, 6]",sbert,hac,0.4654,0.4324,0.342,
